ticker,report_date,report_type,company_name,source_url
AXS,2026-11-26,INTERIM,Accsys Technologies PLC,https://quartr.com/companies/accsys-technologies-plc_14931?utm_source=api&utm_medium=25
GELN,2026-11-27,PRELIM,Gelion PLC,https://quartr.com/companies/gelion-plc_20444?utm_source=api&utm_medium=25
MAB,2026-11-27,PRELIM,Mitchells & Butlers PLC,https://quartr.com/companies/mitchells-butlers-plc_14260?utm_source=api&utm_medium=25
SEQI,2026-11-27,INTERIM,Sequoia Economic Infra Inc Fd Ltd.,https://quartr.com/companies/sequoia-economic-infrastructure-income-fund-limited_15087?utm_source=api&utm_medium=25
VP,2026-11-27,INTERIM,Vp PLC,https://quartr.com/companies/vp-plc_14113?utm_source=api&utm_medium=25
SDY,2026-11-27,INTERIM,Speedy Hire PLC,https://quartr.com/companies/speedy-hire-plc_14325?utm_source=api&utm_medium=25
CER,2026-11-27,PRELIM,Cerillion PLC,https://quartr.com/companies/cerillion-plc_14922?utm_source=api&utm_medium=25
PEEL,2026-11-30,INTERIM,Peel Hunt Ltd.,https://quartr.com/companies/peel-hunt-limited_16590?utm_source=api&utm_medium=25
CBOX,2026-11-30,INTERIM,Cake Box Holdings PLC,https://quartr.com/companies/cake-box-holdings-plc_11981?utm_source=api&utm_medium=25
TPT,2026-12-01,PRELIM,Topps Tiles PLC,https://quartr.com/companies/topps-tiles-plc_14301?utm_source=api&utm_medium=25
GNC,2026-12-01,QUARTERLY,Greencore Group PLC,https://quartr.com/companies/greencore-group-plc_14255?utm_source=api&utm_medium=25
PNN,2026-12-01,INTERIM,Pennon Group PLC,https://quartr.com/companies/pennon-group-plc_13585?utm_source=api&utm_medium=25
PAG,2026-12-01,QUARTERLY,Paragon Banking Group PLC,https://quartr.com/companies/paragon-banking-group-plc_14144?utm_source=api&utm_medium=25
TET,2026-12-01,PRELIM,Treatt PLC,https://quartr.com/companies/treatt-plc_14132?utm_source=api&utm_medium=25
NRR,2026-12-01,INTERIM,NewRiver REIT PLC,https://quartr.com/companies/newriver-reit-plc_19308?utm_source=api&utm_medium=25
OTB,2026-12-01,PRELIM,On The Beach Group PLC,https://quartr.com/companies/on-the-beach-group-plc_14136?utm_source=api&utm_medium=25
IGR,2026-12-01,INTERIM,IG Design Group PLC,https://quartr.com/companies/ig-design-group_17233?utm_source=api&utm_medium=25
FGEN,2026-12-01,INTERIM,Foresight Environmental Infrastructure Ltd.,https://quartr.com/companies/foresight-environmental-infrastructure-limited_15109?utm_source=api&utm_medium=25
MONY,2026-12-02,TRADING_STMT,Mony Group PLC,https://quartr.com/companies/mony-group-plc_5411?utm_source=api&utm_medium=25
VIC,2026-12-02,PRELIM,Victorian Plumbing Group PLC,https://quartr.com/companies/victorian-plumbing-group-plc_18746?utm_source=api&utm_medium=25
NESF,2026-12-02,INTERIM,NextEnergy Solar Fund Ltd.,https://quartr.com/companies/nextenergy-solar-fund_15086?utm_source=api&utm_medium=25
IPX,2026-12-02,PRELIM,Impax Asset Management Group PLC,https://quartr.com/companies/impax-asset-management-group-plc_4538?utm_source=api&utm_medium=25
AJB,2026-12-03,PRELIM,AJ Bell PLC,https://quartr.com/companies/aj-bell-plc_11987?utm_source=api&utm_medium=25
BBY,2026-12-03,TRADING_STMT,Balfour Beatty PLC,https://quartr.com/companies/balfour-beatty-plc_13480?utm_source=api&utm_medium=25
LTI,2026-12-03,INTERIM,Lindsell Train Investment Trust PLC,https://quartr.com/companies/lindsell-train-investment-trust-plc_15598?utm_source=api&utm_medium=25
BCG,2026-12-03,INTERIM,Baltic Classifieds Group PLC,https://quartr.com/companies/baltic-classifieds-group-plc_11382?utm_source=api&utm_medium=25
SSPG,2026-12-03,PRELIM,SSP Group PLC,https://quartr.com/companies/ssp-group-plc_12593?utm_source=api&utm_medium=25
FUTR,2026-12-03,PRELIM,Future PLC,https://quartr.com/companies/future-plc_13596?utm_source=api&utm_medium=25
CREI,2026-12-04,INTERIM,Custodian REIT PLC,https://quartr.com/companies/custodian-property-income-reit-plc_20648?utm_source=api&utm_medium=25
GDR,2026-12-04,PRELIM,Genedrive PLC,https://quartr.com/companies/genedrive-plc_20707?utm_source=api&utm_medium=25
SERE,2026-12-04,PRELIM,Schroder European REIT PLC,https://quartr.com/companies/schroder-european-real-estate-investment-trust-plc_20669?utm_source=api&utm_medium=25
SEIT,2026-12-07,INTERIM,SDCL Energy Efficiency Income Trust PLC,https://quartr.com/companies/sdcl-efficiency-income-trust-plc_15080?utm_source=api&utm_medium=25
MOON,2026-12-08,QUARTERLY,Moonpig Group PLC,https://quartr.com/companies/moonpig-group-plc_14271?utm_source=api&utm_medium=25
CHG,2026-12-08,PRELIM,Chemring Group PLC,https://quartr.com/companies/chemring-group-plc_14218?utm_source=api&utm_medium=25
IHP,2026-12-09,PRELIM,Integrafin Holdings PLC,https://quartr.com/companies/integrafin-holdings-plc_14203?utm_source=api&utm_medium=25
BKG,2026-12-09,INTERIM,Berkeley Group Holdings PLC,https://quartr.com/companies/the-berkeley-group-holdings-plc_12428?utm_source=api&utm_medium=25
GCP,2026-12-10,PRELIM,GCP Infrastructure Investments Ltd.,https://quartr.com/companies/gcp-infrastructure-investments-limited_15084?utm_source=api&utm_medium=25
NCC,2026-12-10,PRELIM,NCC Group PLC,https://quartr.com/companies/ncc-group-plc_14125?utm_source=api&utm_medium=25
FVA,2026-12-11,PRELIM,Fevara PLC,https://quartr.com/companies/fevara-plc_17909?utm_source=api&utm_medium=25
AMGO,2026-12-14,PRELIM,Amigo Resources PLC,https://quartr.com/companies/amigo-resources-plc_16045?utm_source=api&utm_medium=25
BOWL,2026-12-15,PRELIM,Hollywood Bowl Group PLC,https://quartr.com/companies/hollywood-bowl-group-plc_14194?utm_source=api&utm_medium=25
CURY,2026-12-17,INTERIM,Currys PLC,https://quartr.com/companies/currys-plc_5784?utm_source=api&utm_medium=25
WJG,2026-12-17,PRELIM,Watkin Jones PLC,https://quartr.com/companies/watkin-jones-plc_14320?utm_source=api&utm_medium=25
CHRY,2026-12-18,PRELIM,Chrysalis Investments Ltd.,https://quartr.com/companies/chrysalis-investments-limited_15115?utm_source=api&utm_medium=25
ZEN,2026-12-31,INTERIM,Zenith Energy Ltd.,https://quartr.com/companies/zenith-energy-ltd_14290?utm_source=api&utm_medium=25
SAFE,2027-01-14,PRELIM,Safestore Holdings PLC,https://quartr.com/companies/safestore-holdings-plc_13590?utm_source=api&utm_medium=25
RESI,2027-01-22,PRELIM,Residential Secure Income PLC,https://quartr.com/companies/residential-secure-income-plc_20667?utm_source=api&utm_medium=25
TPT,2026-07-01,TRADING_STMT,Topps Tiles PLC,https://quartr.com/companies/topps-tiles-plc_14301?utm_source=api&utm_medium=25
TUNE,2026-07-01,EARNINGS,Focusrite PLC,https://quartr.com/companies/focusrite-plc_14739?utm_source=api&utm_medium=25
WYN,2026-07-01,INTERIM,Wynnstay Group PLC,https://quartr.com/companies/wynnstay-group-plc_20385?utm_source=api&utm_medium=25
CBOX,2026-07-01,PRELIM,Cake Box Holdings PLC,https://quartr.com/companies/cake-box-holdings-plc_11981?utm_source=api&utm_medium=25
CURY,2026-07-02,PRELIM,Currys PLC,https://quartr.com/companies/currys-plc_5784?utm_source=api&utm_medium=25
LTHM,2026-07-02,PRELIM,James Latham PLC,https://quartr.com/companies/james-latham-plc_17737?utm_source=api&utm_medium=25
POLR,2026-07-02,PRELIM,Polar Capital Holdings PLC,https://quartr.com/companies/polar-capital-holdings-plc_15747?utm_source=api&utm_medium=25
BCG,2026-07-02,PRELIM,Baltic Classifieds Group PLC,https://quartr.com/companies/baltic-classifieds-group-plc_11382?utm_source=api&utm_medium=25
SUP,2026-07-02,PRELIM,Supreme PLC,https://quartr.com/companies/supreme-plc_16894?utm_source=api&utm_medium=25
TIG,2026-07-06,QUARTERLY,Team Internet Group PLC,https://quartr.com/companies/team-internet-group-plc_16327?utm_source=api&utm_medium=25
CRN,2026-07-07,TRADING_STMT,Cairn Homes PLC,https://quartr.com/companies/cairn-homes-plc_14207?utm_source=api&utm_medium=25
DIS,2026-07-07,PRELIM,Distil PLC,https://quartr.com/companies/distil-plc_20704?utm_source=api&utm_medium=25
OPT,2026-07-07,PRELIM,Optima Health PLC,https://quartr.com/companies/optima-health-plc_18241?utm_source=api&utm_medium=25
UTG,2026-07-08,TRADING_STMT,Unite Group PLC,https://quartr.com/companies/unite-group-plc_13506?utm_source=api&utm_medium=25
BIRD,2026-07-08,INTERIM,Blackbird PLC,https://quartr.com/companies/blackbird-plc_16511?utm_source=api&utm_medium=25
SREI,2026-07-08,PRELIM,Schroder REIT Ltd.,https://quartr.com/companies/schroder-real-estate-investment-trust-limited_18941?utm_source=api&utm_medium=25
JET2,2026-07-08,PRELIM,Jet2 PLC,https://quartr.com/companies/jet2-plc_14741?utm_source=api&utm_medium=25
ZIG,2026-07-08,PRELIM,Zigup PLC,https://quartr.com/companies/zigup-plc_13260?utm_source=api&utm_medium=25
VCP,2026-07-08,PRELIM,Victoria PLC,https://quartr.com/companies/victoria-plc_11964?utm_source=api&utm_medium=25
REVB,2026-07-09,PRELIM,Revolution Beauty Group PLC,https://quartr.com/companies/revolution-beauty-group-plc_17230?utm_source=api&utm_medium=25
MUL,2026-07-09,PRELIM,Mulberry Group PLC,https://quartr.com/companies/mulberry-group-plc_20718?utm_source=api&utm_medium=25
MEGP,2026-07-10,INTERIM,Me Group International PLC,https://quartr.com/companies/me-group-international-plc_14258?utm_source=api&utm_medium=25
PCT,2026-07-10,PRELIM,Polar Capital Technology Trust PLC,https://quartr.com/companies/polar-capital-technology-trust-plc_15805?utm_source=api&utm_medium=25
KETL,2026-07-10,PRELIM,Strix Group PLC,https://quartr.com/companies/strix-group-plc_15466?utm_source=api&utm_medium=25
MEX,2026-07-10,PRELIM,Tortilla Mexican Grill PLC,https://quartr.com/companies/tortilla-mexican-grill-plc_14453?utm_source=api&utm_medium=25
OVB,2026-07-10,PRELIM,Ovoca Bio Plc,https://quartr.com/companies/ovoca-bio-plc_17440?utm_source=api&utm_medium=25
FXPO,2026-07-10,PRELIM,Ferrexpo PLC,https://quartr.com/companies/ferrexpo-plc_12538?utm_source=api&utm_medium=25
HAS,2026-07-10,TRADING_STMT,Hays PLC,https://quartr.com/companies/hays-plc_13353?utm_source=api&utm_medium=25
ONT,2026-07-13,TRADING_STMT,Oxford Nanopore Technologies PLC,https://quartr.com/companies/oxford-nanopore-technologies-plc_12188?utm_source=api&utm_medium=25
GFTU,2026-07-13,TRADING_STMT,Grafton Group PLC,https://quartr.com/companies/grafton-group-plc_13597?utm_source=api&utm_medium=25
TGR,2026-07-14,PRELIM,Total Graphite PLC,https://quartr.com/companies/tirupati-graphite-plc_14303?utm_source=api&utm_medium=25
RWA,2026-07-14,TRADING_STMT,Robert Walters PLC,https://quartr.com/companies/robert-walters-plc_14166?utm_source=api&utm_medium=25
CRPR,2026-07-14,PRELIM,James Cropper PLC,https://quartr.com/companies/james-cropper-plc_20708?utm_source=api&utm_medium=25
WOSG,2026-07-14,PRELIM,The Watches of Switzerland Group PLC,https://quartr.com/companies/watches-of-switzerland-group-plc_12033?utm_source=api&utm_medium=25
RM,2026-07-14,INTERIM,RM PLC,https://quartr.com/companies/rm-plc_14326?utm_source=api&utm_medium=25
SOS,2026-07-14,PRELIM,Sosandar PLC,https://quartr.com/companies/sosandar-plc_18940?utm_source=api&utm_medium=25
GFRD,2026-07-15,TRADING_STMT,Galliford Try Holdings PLC,https://quartr.com/companies/galliford-try-holdings-plc_14234?utm_source=api&utm_medium=25
GTLY,2026-07-15,PRELIM,Gateley Holdings PLC,https://quartr.com/companies/gateley-holdings-plc_15438?utm_source=api&utm_medium=25
CHRT,2026-07-15,PRELIM,Cohort PLC,https://quartr.com/companies/cohort-plc_20108?utm_source=api&utm_medium=25
FRAS,2026-07-16,PRELIM,Frasers Group PLC,https://quartr.com/companies/frasers-group-plc_14103?utm_source=api&utm_medium=25
CRST,2026-07-16,INTERIM,Crest Nicholson Holdings PLC,https://quartr.com/companies/crest-nicholson-holdings-plc_13237?utm_source=api&utm_medium=25
MCB,2026-07-16,TRADING_STMT,McBride PLC,https://quartr.com/companies/mcbride-plc_19357?utm_source=api&utm_medium=25
PFD,2026-07-16,TRADING_STMT,Premier Foods PLC,https://quartr.com/companies/premier-foods-plc_14172?utm_source=api&utm_medium=25
DPLM,2026-07-16,TRADING_STMT,Diploma PLC,https://quartr.com/companies/diploma-plc_12471?utm_source=api&utm_medium=25
BRCK,2026-07-16,PRELIM,BRCK Group PLC,https://quartr.com/companies/brck-group-plc_15737?utm_source=api&utm_medium=25
EXPN,2026-07-16,TRADING_STMT,Experian PLC,https://quartr.com/companies/experian-plc_3532?utm_source=api&utm_medium=25
OCDO,2026-07-16,INTERIM,Ocado Group PLC,https://quartr.com/companies/ocado-group-plc_6474?utm_source=api&utm_medium=25
GSF,2026-07-16,PRELIM,Gore Street Energy Storage Fund PLC,https://quartr.com/companies/gore-street-energy-storage-fund_15091?utm_source=api&utm_medium=25
UU,2026-07-17,TRADING_STMT,United Utilities Group PLC,https://quartr.com/companies/united-utilities-group-plc_5543?utm_source=api&utm_medium=25
BPT,2026-07-17,INTERIM,Bridgepoint Group PLC,https://quartr.com/companies/bridgepoint-group-plc_13562?utm_source=api&utm_medium=25
SFT,2026-07-20,PRELIM,Software Circle PLC,https://quartr.com/companies/software-circle-plc_21267?utm_source=api&utm_medium=25
LINV,2026-07-20,PRELIM,LendInvest PLC,https://quartr.com/companies/lendinvest-plc_13900?utm_source=api&utm_medium=25
MONY,2026-07-21,QUARTERLY,Mony Group PLC,https://quartr.com/companies/mony-group-plc_5411?utm_source=api&utm_medium=25
STEM,2026-07-21,INTERIM,SThree PLC,https://quartr.com/companies/sthree-plc_14147?utm_source=api&utm_medium=25
KIE,2026-07-21,TRADING_STMT,Kier Group PLC,https://quartr.com/companies/kier-group-plc_14213?utm_source=api&utm_medium=25
CPG,2026-07-21,TRADING_STMT,Compass Group PLC,https://quartr.com/companies/compass-group-plc_6499?utm_source=api&utm_medium=25
MTO,2026-07-21,TRADING_STMT,Mitie Group PLC,https://quartr.com/companies/mitie-group-plc_14261?utm_source=api&utm_medium=25
LIO,2026-07-22,TRADING_STMT,Liontrust Asset Management PLC,https://quartr.com/companies/liontrust-asset-management-plc_14231?utm_source=api&utm_medium=25
JDW,2026-07-22,TRADING_STMT,J D Wetherspoon PLC,https://quartr.com/companies/j-d-wetherspoon-plc_14206?utm_source=api&utm_medium=25
BREE,2026-07-22,INTERIM,Breedon Group PLC,https://quartr.com/companies/breedon-group-plc_16417?utm_source=api&utm_medium=25
PBEE,2026-07-22,TRADING_STMT,PensionBee Group PLC,https://quartr.com/companies/pensionbee-group-plc_15604?utm_source=api&utm_medium=25
AJB,2026-07-23,TRADING_STMT,AJ Bell PLC,https://quartr.com/companies/aj-bell-plc_11987?utm_source=api&utm_medium=25
WRKS,2026-07-23,PRELIM,Theworks.co.uk PLC,https://quartr.com/companies/theworkscouk-plc_14309?utm_source=api&utm_medium=25
MGNS,2026-07-23,INTERIM,Morgan Sindall PLC,https://quartr.com/companies/morgan-sindall-group-plc_14122?utm_source=api&utm_medium=25
HWDN,2026-07-23,INTERIM,Howden Joinery Group PLC,https://quartr.com/companies/howden-joinery-group-plc_12469?utm_source=api&utm_medium=25
CVSG,2026-07-23,TRADING_STMT,CVS Group PLC,https://quartr.com/companies/cvs-group-plc_15955?utm_source=api&utm_medium=25
REL,2026-07-23,INTERIM,RELX PLC,https://quartr.com/companies/relx-plc_11354?utm_source=api&utm_medium=25
QTX,2026-07-23,INTERIM,Quartix Technologies PLC,https://quartr.com/companies/quartix-technologies-plc_14743?utm_source=api&utm_medium=25
CNA,2026-07-23,INTERIM,Centrica PLC,https://quartr.com/companies/centrica-plc_13500?utm_source=api&utm_medium=25
JUP,2026-07-23,INTERIM,Jupiter Fund Management PLC,https://quartr.com/companies/jupiter-fund-management-plc_14508?utm_source=api&utm_medium=25
RCH,2026-07-23,INTERIM,Reach PLC,https://quartr.com/companies/reach-plc_14177?utm_source=api&utm_medium=25
LWDB,2026-07-24,INTERIM,The Law Debenture Corp. PLC,https://quartr.com/companies/the-law-debenture-corporation-plc_14143?utm_source=api&utm_medium=25
TMIP,2026-07-24,PRELIM,Taylor Maritime Ltd.,https://quartr.com/companies/taylor-maritime-investments-limited_14146?utm_source=api&utm_medium=25
RMV,2026-07-24,INTERIM,Rightmove PLC,https://quartr.com/companies/rightmove-plc_11370?utm_source=api&utm_medium=25
DNA3,2026-07-24,PRELIM,Doric Nimrod Air Three Ltd.,https://quartr.com/companies/doric-nimrod-air-three-limited_15117?utm_source=api&utm_medium=25
ULVR,2026-07-28,QUARTERLY,Unilever PLC,https://quartr.com/companies/unilever-plc_5669?utm_source=api&utm_medium=25
EMR,2026-07-28,TRADING_STMT,Empresaria Group PLC,https://quartr.com/companies/empresaria-group-plc_20701?utm_source=api&utm_medium=25
INCH,2026-07-28,QUARTERLY,Inchcape PLC,https://quartr.com/companies/inchcape-plc_13301?utm_source=api&utm_medium=25
GAW,2026-07-28,PRELIM,Games Workshop Group PLC,https://quartr.com/companies/games-workshop-group-plc_12473?utm_source=api&utm_medium=25
ESNT,2026-07-28,INTERIM,Essentra PLC,https://quartr.com/companies/essentra-plc_14240?utm_source=api&utm_medium=25
AA4,2026-07-28,PRELIM,Amedeo Air Four Plus Ltd.,https://quartr.com/companies/amedeo-air-four-plus-ltd_15093?utm_source=api&utm_medium=25
RST,2026-07-28,INTERIM,Restore PLC,https://quartr.com/companies/restore-plc_17769?utm_source=api&utm_medium=25
CRDA,2026-07-28,INTERIM,Croda International PLC,https://quartr.com/companies/croda-international-plc_12431?utm_source=api&utm_medium=25
FORT,2026-07-28,QUARTERLY,Forterra PLC,https://quartr.com/companies/forterra-plc_14247?utm_source=api&utm_medium=25
SAG,2026-07-28,INTERIM,Science Group PLC,https://quartr.com/companies/science-group-plc_20317?utm_source=api&utm_medium=25
SHC,2026-07-28,INTERIM,Shaftesbury Capital PLC,https://quartr.com/companies/shaftesbury-capital-plc_19951?utm_source=api&utm_medium=25
CAN,2026-07-28,INTERIM,Cann Group Ltd.,https://quartr.com/companies/canal-sa_19619?utm_source=api&utm_medium=25
STJ,2026-07-29,QUARTERLY,St. James's Place PLC,https://quartr.com/companies/st-jamess-place-plc_12458?utm_source=api&utm_medium=25
FDM,2026-07-29,INTERIM,FDM Group (Holdings) PLC,https://quartr.com/companies/fdm-group-holdings-plc_14244?utm_source=api&utm_medium=25
RAT,2026-07-29,INTERIM,Rathbones Group PLC,https://quartr.com/companies/rathbones-group-plc_14176?utm_source=api&utm_medium=25
SGE,2026-07-29,TRADING_STMT,The Sage Group PLC,https://quartr.com/companies/the-sage-group-plc_12447?utm_source=api&utm_medium=25
ABDN,2026-07-29,INTERIM,Aberdeen Group PLC,https://quartr.com/companies/aberdeen-group-plc_12127?utm_source=api&utm_medium=25
PAG,2026-07-29,TRADING_STMT,Paragon Banking Group PLC,https://quartr.com/companies/paragon-banking-group-plc_14144?utm_source=api&utm_medium=25
STAN,2026-07-29,QUARTERLY,Standard Chartered PLC,https://quartr.com/companies/standard-chartered-plc_11963?utm_source=api&utm_medium=25
IPF,2026-07-29,QUARTERLY,International Personal Finance PLC,https://quartr.com/companies/international-personal-finance-plc_19691?utm_source=api&utm_medium=25
WEIR,2026-07-29,INTERIM,Weir Group PLC,https://quartr.com/companies/the-weir-group-plc_12950?utm_source=api&utm_medium=25
AIQ,2026-07-29,INTERIM,AIQ Ltd.,https://quartr.com/companies/aiq-limited_14283?utm_source=api&utm_medium=25
HSW,2026-07-29,INTERIM,Hostelworld Group PLC,https://quartr.com/companies/hostelworld-group-plc_17908?utm_source=api&utm_medium=25
EMG,2026-07-29,INTERIM,Man Group PLC,https://quartr.com/companies/man-group-plc_13546?utm_source=api&utm_medium=25
BOY.L,2026-07-29,INTERIM,Bodycote PLC,https://quartr.com/companies/bodycote-plc_14191?utm_source=api&utm_medium=25
CRE,2026-07-29,INTERIM,Conduit Holdings Ltd.,https://quartr.com/companies/conduit-holdings-limited_14220?utm_source=api&utm_medium=25
LRE,2026-07-29,QUARTERLY,Lancashire Holdings Ltd.,https://quartr.com/companies/lancashire-holdings-limited_4287?utm_source=api&utm_medium=25
IKA,2026-07-29,PRELIM,Ilika PLC,https://quartr.com/companies/ilika-plc_15854?utm_source=api&utm_medium=25
MNDI,2026-07-30,QUARTERLY,Mondi PLC,https://quartr.com/companies/mondi-plc_5166?utm_source=api&utm_medium=25
SGRO,2026-07-30,QUARTERLY,Segro PLC,https://quartr.com/companies/segro-plc_12453?utm_source=api&utm_medium=25
FOXT,2026-07-30,QUARTERLY,Foxtons Group PLC,https://quartr.com/companies/foxtons-group-plc_12591?utm_source=api&utm_medium=25
LLOY,2026-07-30,QUARTERLY,Lloyds Banking Group PLC,https://quartr.com/companies/lloyds-banking-group-plc_16368?utm_source=api&utm_medium=25
AAL,2026-07-30,INTERIM,Anglo American PLC,https://quartr.com/companies/anglo-american-plc_11351?utm_source=api&utm_medium=25
SDR,2026-07-30,INTERIM,Schroders PLC,https://quartr.com/companies/schroders-plc_12451?utm_source=api&utm_medium=25
ASAI,2026-07-30,TRADING_STMT,ASA International Group PLC,https://quartr.com/companies/asa-international-group-plc_14289?utm_source=api&utm_medium=25
SHEL,2026-07-30,QUARTERLY,Shell PLC,https://quartr.com/companies/shell-plc_5695?utm_source=api&utm_medium=25
LSEG,2026-07-30,QUARTERLY,London Stock Exchange Group PLC,https://quartr.com/companies/london-stock-exchange-group-plc_11352?utm_source=api&utm_medium=25
PHP,2026-07-30,INTERIM,Primary Health Properties PLC,https://quartr.com/companies/primary-health-properties-plc_13594?utm_source=api&utm_medium=25
VSVS,2026-07-30,INTERIM,Vesuvius PLC,https://quartr.com/companies/vesuvius-plc_14117?utm_source=api&utm_medium=25
SDI,2026-07-30,PRELIM,SDI Group PLC,https://quartr.com/companies/sdi-group-plc_12035?utm_source=api&utm_medium=25
BA,2026-07-30,INTERIM,BAE Systems PLC,https://quartr.com/companies/bae-systems-plc_11013?utm_source=api&utm_medium=25
MCG,2026-07-30,INTERIM,Mobico Group PLC,https://quartr.com/companies/mobico-group-plc_11970?utm_source=api&utm_medium=25
GDWN,2026-07-30,PRELIM,Goodwin PLC,https://quartr.com/companies/goodwin-plc_14256?utm_source=api&utm_medium=25
ELM,2026-07-30,INTERIM,Elementis PLC,https://quartr.com/companies/elementis-plc_14238?utm_source=api&utm_medium=25
RTO,2026-07-30,QUARTERLY,Rentokil Initial PLC,https://quartr.com/companies/rentokil-initial-plc_12446?utm_source=api&utm_medium=25
HLN,2026-07-30,QUARTERLY,Haleon PLC,https://quartr.com/companies/haleon-plc_12680?utm_source=api&utm_medium=25
VANQ,2026-07-30,INTERIM,Vanquis Banking Group PLC,https://quartr.com/companies/vanquis-banking-group-plc_14173?utm_source=api&utm_medium=25
UKW,2026-07-30,INTERIM,Greencoat UK Wind PLC,https://quartr.com/companies/greencoat-uk-wind-plc_15108?utm_source=api&utm_medium=25
DRX,2026-07-30,INTERIM,Drax Group PLC,https://quartr.com/companies/drax-group-plc_13552?utm_source=api&utm_medium=25
RR,2026-07-30,INTERIM,Rolls-Royce Holdings PLC,https://quartr.com/companies/rolls-royce-holdings-plc_5945?utm_source=api&utm_medium=25
SPI,2026-07-30,INTERIM,Spire Healthcare Group PLC,https://quartr.com/companies/spire-healthcare-group-plc_14149?utm_source=api&utm_medium=25
BATS,2026-07-30,INTERIM,British American Tobacco PLC,https://quartr.com/companies/british-american-tobacco-plc_5568?utm_source=api&utm_medium=25
SBRE,2026-07-30,INTERIM,Sabre Insurance Group PLC,https://quartr.com/companies/sabre-insurance-group-plc_14160?utm_source=api&utm_medium=25
HMSO,2026-07-30,INTERIM,Hammerson PLC,https://quartr.com/companies/hammerson-plc_16311?utm_source=api&utm_medium=25
